	
Prof	1	-	AZ MAǴAR NIPNĘK  KI EZT OLVASSA  PRofetāk āltal ſʒolt righen̄ nēked az iſten / Az kit ighirt imę  vigre megatta fiāt . Buzgo lilekuel ſʒol moſt ęs nēked ez āltal / Kit haǵa  hoǵ halgaſſ / kit haǵa  hoǵ te koͤueſſ . Nēked azirt ez luͤn profetad / doctorod / ez luͤn  Meſtered / ez moſt  ęs / mellʼet az iſten ada . Az profeta ſʒauāt halgaſd / mert tighed az iſten̄ Ęlveſʒt / ęs ńomos itt nem lehet az te neued . Itt ez irāſban ſʒol moſtan̄  ęs nēked ez āltal / Huͤtre hiu mind / hoǵ ſenki ne mencze magāt . Az ki Sidoul / ęs Goͤroͤguͤl ęs vigre Diakul Szol vala righen̄ / ſʒol nēked az itt Maǵarul . Minden nipnek az uͤ ńelwin̄ / hoǵ minden az iſten Toͤruińin̄ illʼen / minden imāgǵa newit . Itt vaǵon az reytek kincz  itt vaǵon  az ki folʼo viz / Itt vaǵon az tudomāń  mellʼ oͤroͤk iletet ād . Lelki keńir vaǵon itt / mellʼben mikor iſʒel  oͤroͤkkę Ilſʒ / mellʼ az menńboͤl ſʒalla / halālra mene . Az ki teremt tighed / megvālt / oͤroͤk iletet ęs ād Ęz ſʒent āltal / nincz toͤbb bizodalmad azirt . Ęnnek azirt ſʒolgāllʼ mindenkor tiſʒta ſʒuͤeduel / Ęnnek mindenkor tiǵ igaz āldozatot . Tighedet ez hozzā viſʒen / 's nem hāǵ  mikor iǵ mond  Bodogok  elioͤuetek / veſſʒetek el  gonoſʒok . Sylueſter Ianos iria .
EletMt	1	-	Sʒent Mathe îlete  mellʼet ſʒent Ieronymus irt meg . Sʒent Mathę / ki Leuinek ęs mondatik / fukarbol apoſtollā liuin̄ / mindeneknek eloͤtte Sidoorſʒāgban az Chriſtuſnak euangeliomāt irā Sido betuͤkuel / ęs Sido ńelwen̄ / azokirt / kik az Sido nipeknek koͤz@@zoͤle az kereſʒtēn huͤtre fordultanak vala . Mellʼ euangeliomot kiczoda fordijtotta ligen annak ytānna Goͤroͤg ńelwre  nemighen ńiluān̄ vaǵon . Ez ſʒent Mathe euangelioma kediglen̄ mind ez mai napiglan̄ megvaǵon az Ceſareabeli koͤńuͤtartoban / mellʼet Pamfilus martyr naǵ uͤgekezetuel ſʒerzett vala . Ęzt ſʒent Ieronymus iria ſʒent Matherul / ęs ez euangeliomrul . Muͤ ęs ez minapon̄ ez ſʒent euangeliomot Sido ńelwen̄ talāluān̄ / ſok he@@lʼen̄ az Sido ńelwet koͤuetoͤk inkabb / hoǵnem mint az Goͤroͤgoͤt / auaǵ Romāi ńelwet . Buͤnnę ne veſſe azirt az kereſʒtēn  ki ezt oluaſſa / ha egǵnihāń helʼen̄ az Goͤroͤg / ęs Romai ńelwtuͤl lātta@@tunk eltāuozni . Illik vala  hoǵ itt az Sido irāſra niznink inkabb  hoǵnem mint az Goͤroͤgre . Azonkîppen̄ az egēb euangeliomokban illik vala  hoǵ az Goͤroͤgre niznink inkābb  hoǵnem mint az Ro@@mai ńelwre  honnan ennek eredete vaǵon .
Mt	1	-	Euangelium Szent Mathe iraſa ſʒerint . Elſoͤ riſʒ .
Mt	1	1	Ieſus chri-@@ſtuſnak  Daui-@@dnak fianak / Abrahamnak fianak / nem-@@zetſighiruͤl valo koͤńuͤ .
Mt	1	2	Abraham nemzę Iſaakot . Iſaak kediglen̄ nemze Iakobot . Iakob kediglen̄ nemzę Iudaſt / ęs az uͤ attʼafiait .
Mt	1	3	Iudas kediglen̄ nemzę Fareſt / ęs Saramot az Thamartul . Fa-@@res kediglen̄ nemzę Ęſromot . Ęſrom kediglen̄ nemzę Aramot .
Mt	1	4	Aram kediglen̄ nemzę Aminadabot . Aminadab kediglen̄ nemzę Naaſont . Naaſon kediglen̄ nemzę Salmont .
Mt	1	5	Salmon kediglen̄ nemzę Boozt az Rachabtul . Booz kediglen̄ nemzę Obedet az Ruthul . Obed kediglen̄ nemzę Ieſſet .
Mt	1	6	Ieſſe kediglen̄ nemzę Da-@@uid kiralʼt . Dauid kiralʼ kediglen̄ nemzę Salomont az aſſʒońembertuͤl  mellʼ Oriaſę vala .
Mt	1	7	Salomon kediglen̄ nemzę Roboamot . Robo-@@am kediglen̄ nemzę Abiaſt . Abias kediglen̄ nemzę Ioramot .
