	
Prof	1	-	az magyar népnek , ki ezt olvassa . próféták által szólt régen neked az Isten , az kit ígért íme , végre megadta fiát . buzgó lélekkel szól most is neked ez által , kit hagya , hogy hallgass , kit hagya , hogy te kövess . neked azért ez lőn prófétád , doktorod  ez lőn , mestered , ez most , és  melyet az Isten ada . az próféta szavát hallgasd , mert téged az Isten elveszt , és nyomos itt nem lehet az te neved . itt ez írásban szól mostan , és neked ez által . hitre hiú mind , hogy senki ne mentse magát . az ki zsidóul , és görögül és végre deákul szól vala régen , szól neked az itt magyarul . minden népnek az ő nyelvén , hogy minden az Isten törvényén illjen , minden imádja nevét . itt vagyon az rejtek kincs , itt vagyon , az ki folyó víz , itt vagyon az tudomány , mely örök életet ad . lelki kenyér vagyon itt , melyben mikor eszel , örökké élsz , mely az mennyből szálla , halálra mene . az ki teremt téged , megvált , örök életet is ad ez szent által , nincs több bizodalmad azért . ennek azért szolgálj mindenkor tiszta szíveddel , ennek mindenkor tégy igaz áldozatot . tégedet ez hozzá viszen , és nem hagy , mikor így mond , boldogok , eljőjetek , vesszetek el , gonoszok ! Sylvester János írja .
EletMt	1	-	Szent Máté élete , melyet Szent Jeromos írt meg . Szent Máté , ki Lévinek is mondatik , fukarból apostollá lévén , mindeneknek előtte Zsidóországban az Krisztusnak evangéliumát írá zsidó betűkkel  és zsidó nyelven , azokért , kik az zsidó népeknek közüle az keresztyén hitre fordultanak vala . mely evangéliumot kicsoda fordította legyen annak utána görög nyelvre , nemigen nyilván vagyon . ez Szent Máté evangéliuma kediglen mind ez mai napiglan megvagyon az Cezáreabeli könyvtartóban , melyet Pamfilus mártír nagy igyekezettel szerzett vala . ezt Szent Jeromos írja Szent Mátéról  és ez evangéliumról . mi is ez minapon ez szent evangéliumot zsidó nyelven találván , sok helyen az zsidó nyelvet követők inkább , hogynemmint az görögöt  avagy római nyelvet . bűnné ne vesse azért az keresztény , ki ezt olvassa , ha egynéhány helyen az görög  és római nyelvtől láttatunk eltávozni . illik vala , hogy itt az zsidó írásra néznénk inkább , hogynemmint az görögre . azonképpen az egyéb evangéliumokban illik vala , hogy az görögre néznénk inkább , hogynemmint az római nyelvre , honnan ennek eredete vagyon .
Mt	1	-	evangélium Szent Máté írása szerint . első rész .
Mt	1	1	Jézus Krisztusnak , Dávidnak fiának , Ábrahámnak fiának , nemzetségéről való könyv .
Mt	1	2	Ábrahám nemzé Izsákot . Izsák kediglen nemzé Jákobot . Jákob kediglen nemzé Júdát  és az ő atyjafiait .
Mt	1	3	Júda kediglen nemzé Perecet  és Szerachot az Támártól . Perec kediglen nemzé Hecromot . Hecrom kediglen nemzé Aramot .
Mt	1	4	Aram kediglen nemzé Aminadabot . Aminadab kediglen nemzé Nachsont . Nachson kediglen nemzé Salmont .
Mt	1	5	Salmon kediglen nemzé Boászt az Ráchábtól . Boász kediglen nemzé Jobedet az Ruttól . Jobed kediglen nemzé Izájt .
Mt	1	6	Izáj kediglen nemzé Dávid királyt . Dávid király kediglen nemzé Salamont az asszonyembertől , mely Urijáé vala .
Mt	1	7	Salamon kediglen nemzé Rechabeámot . Rechabeám kediglen nemzé Abiját . Abija kediglen nemzé Jorámot .
Mt	1	8	Jorám kediglen nemzé Uziját .
Mt	1	9	Uzija kediglen nemzé Jotámot . Jotám kediglen nemzé Acházt . Acház kediglen nemzé Hiszkiját .
Mt	1	10	Hiszkija kediglen nemzé Manasszét . Manassze kediglen nemzé Amoszt . Amosz kediglen nemzé Joziját .
Mt	1	11	Jozija kediglen nemzé Jechonját  és az ő atyjafiait az babilóniai fogságban .
Mt	1	12	az babilóniai fogságnak utána kediglen Jechonja nemzé Sealtielt . Sealtiel kediglen nemzé Zerubbábelt .
Mt	1	13	Zerubbábel kediglen nemzé Abíhúd . Abíhúd kediglen nemzé Eljákimot . Eljákim kediglen nemzé Acort .
Mt	1	14	Acor kediglen nemzé Cádokot . Cádok kediglen nemzé Achimot . Achim kediglen nemzé Eliudot .
Mt	1	15	Eliud kediglen nemzé Eleazárt . Eleazár kediglen nemzé Mattant . Mattan kediglen nemzé Jákobot .
Mt	1	16	Jákob kediglen nemzé Józsefet , az Máriának urát , mely Máriától születék az Jézus , ki Krisztusnak mondatik .
Mt	1	17	annak okáért Ábrahámtól fogva Dávidiglan mindez nemzetség tizennégy nemzetséget teszen , és Dávidtól fogva az babilóniai fogságiglan tizennégy nemzetséget teszen , és az babilóniai fogságtól fogva az Krisztusnak születéséiglen tizennégy nemzetséget teszen .
Mt	1	18	az Jézus Krisztusnak születése kediglen ekképpen lőn . mikoron az ő anyja , az Mária , jegyesül adatott volna Józsefnek , annak előtte , minek előtte összejutnának , leletteték terhesnek lenni az Szentlélek Istentől .
Mt	1	19	az József kediglen , az ő ura , hogymivel jó ember vala , és nem akar vala őhozzá gonosz hírt adni , akará titkon őtet elhagyni .
Mt	1	20	mikoron kediglen az József ezeket forgatná esziben , íme az Úristennek angyala álmában megjelenék őnekije , ezt mondván . József , Dávidnak fia , ne féljed tehozzád venned az Máriát , az te feleségedet , mert az mi őbenne fogantatott , Szentlélek Istentől vagyon .
Mt	1	21	fiat szül kediglen , és Jézusnak nevezzed őtet , mert ez üdvözíti jövendőre az ő népét az ő bűneiből .
Mt	1	22	Továbbá mindez meglőn , hogy beteljesedjenek , az mi megmondatott vala az Úristentől az prófétának általa . ki ekképpen szól .
Mt	1	23	íme az szűz terhes leszen , és fiat szül , és nevezik őtet Emmánuelnek , mely igét ha ki meg akar magyarázni , annyit teszen , mintha azt mondanád . mivelünk az Isten .
Mt	1	24	József kediglen álmából felserkentetvén aképpen tőn , mint az Úristennek angyala meghagyta vala őneki , és őhozzája vevé az ő a feleségét ,
Mt	1	25	és nem ismeré őtet , mígnem szülé az ő fiát , az ő elsőszülöttjét , és Jézusnak nevezé őtet .
Mt	2	-	második rész .
Mt	2	1	mikoron kediglen született volna Jézus Betlehemben , Zsidóországnak városában , Heródes királynak idejében , íme napkeletről bölcsek jövének Jeruzsálembe ,
Mt	2	2	ezt mondván . holott vagyon az zsidóknak királya , az ki született : mert láttuk az ő csillagát napkeleten , és ide jövénk , hogy imádjuk őtet .
Mt	2	3	mikoron kediglen ezeket meghallotta volna Heródes király , megháborodék , és ővele egyetembe egész Jeruzsálemnek városa ,
Mt	2	4	és egybehívván minden papi fejedelmeket  és az népnek minden írástudóit , megtudakozék őtőlük , holott születnék az Krisztus .
Mt	2	5	és azok mondának őneki . Betlehemben , Zsidóországnak városában , mert ekképpen vagyon megírván az prófétának általa .
Mt	2	6	Zsidóországnak földje Betlehem , te is semmi részben kisebb nem vagy az Zsidóországnak fő városi között , mert tebelőled fog támadni énnekem az fejedelem , ki jó pásztornak szokása szerint fogja őrizni és bírni az én népemet , az Izraelnek fiait .
Mt	2	7	legottan Heródes az bölcseket titkon őhozzája hívatván , nagy szorgalmatossággal megkérdezé őtőlük az csillagnak megjelenésének idejét .
Mt	2	8	és elbocsátván őket Betlehembe ezt mondá . mikoron oda menendetek , nagy szorgalmatossággal megtudakozzatok az gyermek felől . mihelyen kediglen megtaláljátok , követségképpen hozzátok meg énnékem , hogy én is oda menjek , és imádjam őtet .
Mt	2	9	és az bölcsek az királynak beszédére hajolván  elmenének . és íme az csillag , az melyet láttanak vala az naptámadaton , őelőttük megyen vala , mindaddiglan előmenvén , mígnem megállana az helynek felette , az mely helyen az gyermek vala .
Mt	2	10	mikoron kediglen látták volna az csillagot , felette igen megörülének ,
Mt	2	11	és bemenvén az házba meglelék az gyermeket az Máriával , az ő anyjával , és földre leesvén  imádák őtet . és az ő rejtekit megnyitván , adának őneki  ajándékokat , aranyat , tömjént  és drága kenetet .
Mt	2	12	és álmukban isteni szózat lőn őhozzájuk , mely szózatban intetének , hogy Heródeshez ők meg ne térnének . más úton térének meg az ő földjükbe .
Mt	2	13	mikoron kediglen azok elmentenek volna , íme az Úristennek angyala megjelenék Józsefnek álmában ezt mondván őneki . kelj fel , és ved fel az gyermeket , és az ő anyját , és fuss Egyiptomba , és légy ott mindaddiglan , mígnem én teneked szólandok . mert keresni fogja az Heródes az gyermeket , hogy őtet elveszejtse .
Mt	2	14	az József kediglen felserkentetvén felvevé az gyermeket  és az ő anyját éjszaka , és Egyiptomba mene .
Mt	2	15	és ott lőn mind az Heródesnek haláláiglan , hogy beteljesednék az , mi meg vala mondatván az Istentől az prófétának általa . ki ezt mondja . Egyiptomból hívám meg az én fiamat .
